fixed acidity,volatile acidity,citric acid,pH,sulphates,alcohol,quality,type,pH_bin_5,pH_bin_10
6.6,0.16,0.21,3.15,0.52,10.8,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.4,0.17,0.27,3.34,0.5,9.9,6,White,"(3.236, 3.494]","(3.236, 3.365]"
7.2,0.22,0.28,3.08,0.59,11.3,6,White,"(2.978, 3.236]","(2.978, 3.107]"
6.0,0.22,0.28,3.22,0.38,12.6,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.7,0.36,0.28,2.96,0.39,12.5,6,White,"(2.719, 2.978]","(2.849, 2.978]"
6.5,0.43,0.28,3.02,0.38,12.4,6,White,"(2.978, 3.236]","(2.978, 3.107]"
5.9,0.2,0.28,3.31,0.57,11.8,7,White,"(3.236, 3.494]","(3.236, 3.365]"
5.3,0.32,0.23,3.18,0.53,12.2,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.8,0.2,0.28,3.19,0.37,10.7,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.0,0.22,0.33,3.17,0.42,11.3,7,White,"(2.978, 3.236]","(3.107, 3.236]"
7.1,0.18,0.49,3.05,0.53,11.3,7,White,"(2.978, 3.236]","(2.978, 3.107]"
6.0,0.2,0.26,3.14,0.38,11.5,6,White,"(2.978, 3.236]","(3.107, 3.236]"
7.6,0.2,0.26,2.98,0.49,12.3,7,White,"(2.978, 3.236]","(2.978, 3.107]"
6.2,0.3,0.21,2.97,0.42,12.2,6,White,"(2.719, 2.978]","(2.849, 2.978]"
6.0,0.29,0.25,3.08,0.43,13.2,6,White,"(2.978, 3.236]","(2.978, 3.107]"
6.6,0.18,0.28,3.13,0.45,10.2,6,White,"(2.978, 3.236]","(3.107, 3.236]"
7.0,0.22,0.28,3.05,0.55,11.5,7,White,"(2.978, 3.236]","(2.978, 3.107]"
5.6,0.15,0.26,3.47,0.5,11.0,6,White,"(3.236, 3.494]","(3.365, 3.494]"
6.9,0.28,0.24,2.98,0.43,13.2,7,White,"(2.978, 3.236]","(2.978, 3.107]"
5.9,0.19,0.21,3.32,0.44,9.5,5,White,"(3.236, 3.494]","(3.236, 3.365]"
7.8,0.22,0.26,3.25,0.53,10.2,6,White,"(3.236, 3.494]","(3.236, 3.365]"
7.0,0.4,0.25,3.0,0.55,11.4,6,White,"(2.978, 3.236]","(2.978, 3.107]"
6.1,0.28,0.27,3.16,0.42,12.5,8,White,"(2.978, 3.236]","(3.107, 3.236]"
7.6,0.36,0.49,3.01,0.43,9.2,5,White,"(2.978, 3.236]","(2.978, 3.107]"
6.5,0.28,0.34,3.28,0.48,12.1,7,White,"(3.236, 3.494]","(3.236, 3.365]"
6.9,0.19,0.35,3.1,0.44,10.7,7,White,"(2.978, 3.236]","(2.978, 3.107]"
6.4,0.22,0.32,3.38,0.55,11.2,6,White,"(3.236, 3.494]","(3.365, 3.494]"
6.8,0.23,0.3,3.25,0.56,10.6,6,White,"(3.236, 3.494]","(3.236, 3.365]"
6.4,0.32,0.31,3.06,0.45,11.8,6,White,"(2.978, 3.236]","(2.978, 3.107]"
8.8,0.39,0.35,2.95,0.54,12.6,6,White,"(2.719, 2.978]","(2.849, 2.978]"
6.6,0.24,0.3,3.13,0.55,12.8,7,White,"(2.978, 3.236]","(3.107, 3.236]"
6.9,0.29,0.3,3.0,0.37,12.3,6,White,"(2.978, 3.236]","(2.978, 3.107]"
6.9,0.28,0.3,2.99,0.38,12.3,8,White,"(2.978, 3.236]","(2.978, 3.107]"
6.7,0.38,0.26,2.98,0.37,12.4,6,White,"(2.978, 3.236]","(2.978, 3.107]"
8.0,0.28,0.3,2.93,0.42,12.3,6,White,"(2.719, 2.978]","(2.849, 2.978]"
6.5,0.25,0.45,3.2,0.53,9.1,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.6,0.26,0.46,3.2,0.54,9.1,5,White,"(2.978, 3.236]","(3.107, 3.236]"
7.4,0.29,0.28,3.1,0.47,10.6,6,White,"(2.978, 3.236]","(2.978, 3.107]"
6.3,0.19,0.29,3.19,0.47,10.3,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.1,0.33,0.32,3.39,0.65,9.5,5,White,"(3.236, 3.494]","(3.365, 3.494]"
5.6,0.32,0.33,3.25,0.49,11.1,6,White,"(3.236, 3.494]","(3.236, 3.365]"
7.7,0.46,0.18,3.12,0.51,10.8,6,White,"(2.978, 3.236]","(3.107, 3.236]"
8.8,0.19,0.3,2.94,0.47,11.2,5,White,"(2.719, 2.978]","(2.849, 2.978]"
8.8,0.27,0.25,2.87,0.49,11.4,5,White,"(2.719, 2.978]","(2.849, 2.978]"
5.8,0.18,0.28,3.21,0.52,11.2,6,White,"(2.978, 3.236]","(3.107, 3.236]"
5.8,0.15,0.32,3.19,0.5,10.2,6,White,"(2.978, 3.236]","(3.107, 3.236]"
7.1,0.32,0.3,3.12,0.49,10.2,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.2,0.23,0.35,3.37,0.43,11.0,3,White,"(3.236, 3.494]","(3.365, 3.494]"
8.9,0.3,0.35,3.15,0.45,11.5,7,White,"(2.978, 3.236]","(3.107, 3.236]"
6.0,0.14,0.17,3.05,0.57,9.8,6,White,"(2.978, 3.236]","(2.978, 3.107]"
6.8,0.24,0.29,3.11,0.51,10.1,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.7,0.21,0.48,2.95,0.75,8.8,6,White,"(2.719, 2.978]","(2.849, 2.978]"
6.1,0.3,0.3,3.39,0.43,12.7,7,White,"(3.236, 3.494]","(3.365, 3.494]"
7.2,0.37,0.4,3.1,0.51,9.8,6,White,"(2.978, 3.236]","(2.978, 3.107]"
6.7,0.64,0.3,3.16,0.6,12.9,4,White,"(2.978, 3.236]","(3.107, 3.236]"
6.3,0.29,0.28,3.24,0.56,12.7,8,White,"(3.236, 3.494]","(3.236, 3.365]"
6.2,0.28,0.28,2.98,0.64,13.1,8,White,"(2.978, 3.236]","(2.978, 3.107]"
7.1,0.18,0.39,3.35,0.78,9.1,5,White,"(3.236, 3.494]","(3.236, 3.365]"
6.4,0.32,0.27,3.36,0.71,12.5,6,White,"(3.236, 3.494]","(3.236, 3.365]"
7.1,0.17,0.4,3.34,0.78,9.1,6,White,"(3.236, 3.494]","(3.236, 3.365]"
5.8,0.24,0.26,3.33,0.5,11.2,6,White,"(3.236, 3.494]","(3.236, 3.365]"
7.1,0.18,0.39,3.34,0.77,9.1,6,White,"(3.236, 3.494]","(3.236, 3.365]"
7.8,0.29,0.29,3.24,0.35,11.5,5,White,"(3.236, 3.494]","(3.236, 3.365]"
6.2,0.255,0.27,3.05,0.59,12.9,7,White,"(2.978, 3.236]","(2.978, 3.107]"
8.2,0.34,0.29,2.95,0.39,12.5,6,White,"(2.719, 2.978]","(2.849, 2.978]"
6.5,0.24,0.28,3.25,0.33,12.3,6,White,"(3.236, 3.494]","(3.236, 3.365]"
6.9,0.24,0.23,3.1,0.85,11.4,6,White,"(2.978, 3.236]","(2.978, 3.107]"
6.7,0.4,0.22,3.22,0.45,9.4,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.8,0.17,0.32,3.16,0.66,12.0,5,White,"(2.978, 3.236]","(3.107, 3.236]"
7.1,0.25,0.28,3.18,0.53,11.1,5,White,"(2.978, 3.236]","(3.107, 3.236]"
5.9,0.27,0.27,3.1,0.33,11.8,7,White,"(2.978, 3.236]","(2.978, 3.107]"
6.0,0.16,0.22,3.24,0.32,11.4,6,White,"(3.236, 3.494]","(3.236, 3.365]"
6.6,0.15,0.32,3.19,0.71,12.1,8,White,"(2.978, 3.236]","(3.107, 3.236]"
7.3,0.34,0.3,3.15,0.44,10.4,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.0,0.17,0.29,3.12,0.36,9.2,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.7,0.47,0.29,3.29,0.46,13.0,7,White,"(3.236, 3.494]","(3.236, 3.365]"
6.6,0.21,0.29,2.93,0.43,11.5,7,White,"(2.719, 2.978]","(2.849, 2.978]"
8.0,0.24,0.48,3.23,0.7,10.0,5,White,"(2.978, 3.236]","(3.107, 3.236]"
5.6,0.34,0.3,3.25,0.49,11.1,6,White,"(3.236, 3.494]","(3.236, 3.365]"
5.8,0.54,0.0,3.26,0.35,12.4,5,White,"(3.236, 3.494]","(3.236, 3.365]"
7.3,0.23,0.24,2.9,0.38,12.2,6,White,"(2.719, 2.978]","(2.849, 2.978]"
6.0,0.39,0.13,3.06,0.52,10.6,5,White,"(2.978, 3.236]","(2.978, 3.107]"
6.1,0.105,0.31,3.41,0.41,11.1,7,White,"(3.236, 3.494]","(3.365, 3.494]"
5.8,0.32,0.2,3.36,0.78,13.9,7,White,"(3.236, 3.494]","(3.236, 3.365]"
7.6,0.22,0.28,2.99,0.3,9.2,6,White,"(2.978, 3.236]","(2.978, 3.107]"
6.8,0.19,0.4,2.98,0.56,10.5,6,White,"(2.978, 3.236]","(2.978, 3.107]"
6.7,0.24,0.3,3.04,0.59,11.3,8,White,"(2.978, 3.236]","(2.978, 3.107]"
6.8,0.17,0.34,3.24,0.45,12.9,6,White,"(3.236, 3.494]","(3.236, 3.365]"
6.2,0.3,0.31,3.26,0.39,12.9,7,White,"(3.236, 3.494]","(3.236, 3.365]"
6.9,0.29,0.41,3.12,0.51,9.6,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.8,0.19,0.34,3.25,0.45,12.9,6,White,"(3.236, 3.494]","(3.236, 3.365]"
6.6,0.24,0.27,3.04,0.45,8.8,5,White,"(2.978, 3.236]","(2.978, 3.107]"
6.6,0.16,0.36,3.23,0.34,13.2,8,White,"(2.978, 3.236]","(3.107, 3.236]"
6.7,0.16,0.36,3.3,0.59,10.5,6,White,"(3.236, 3.494]","(3.236, 3.365]"
6.5,0.3,0.27,3.2,0.6,12.6,8,White,"(2.978, 3.236]","(3.107, 3.236]"
6.5,0.22,0.19,3.05,0.5,9.5,6,White,"(2.978, 3.236]","(2.978, 3.107]"
6.2,0.36,0.45,3.31,0.56,9.8,6,White,"(3.236, 3.494]","(3.236, 3.365]"
6.2,0.37,0.24,3.04,0.26,13.4,8,White,"(2.978, 3.236]","(2.978, 3.107]"
7.6,0.31,0.24,3.05,0.44,11.8,7,White,"(2.978, 3.236]","(2.978, 3.107]"
5.9,0.32,0.28,3.22,0.57,13.1,7,White,"(2.978, 3.236]","(3.107, 3.236]"
5.8,0.22,0.3,3.26,0.45,10.4,5,White,"(3.236, 3.494]","(3.236, 3.365]"
5.4,0.45,0.27,3.22,0.27,13.4,8,White,"(2.978, 3.236]","(3.107, 3.236]"
6.1,0.36,0.26,3.06,0.27,13.0,7,White,"(2.978, 3.236]","(2.978, 3.107]"
7.5,0.21,0.32,3.11,0.52,10.2,7,White,"(2.978, 3.236]","(3.107, 3.236]"
6.9,0.28,0.33,3.07,0.39,11.7,6,White,"(2.978, 3.236]","(2.978, 3.107]"
7.8,0.2,0.2,3.03,0.46,11.7,6,White,"(2.978, 3.236]","(2.978, 3.107]"
6.7,0.28,0.31,3.04,0.47,11.4,8,White,"(2.978, 3.236]","(2.978, 3.107]"
8.0,0.2,0.44,3.09,0.32,11.2,6,White,"(2.978, 3.236]","(2.978, 3.107]"
6.0,0.28,0.27,3.19,0.44,13.0,7,White,"(2.978, 3.236]","(3.107, 3.236]"
6.7,0.24,0.36,3.34,0.52,10.9,6,White,"(3.236, 3.494]","(3.236, 3.365]"
6.3,0.22,0.28,3.14,0.37,11.6,7,White,"(2.978, 3.236]","(3.107, 3.236]"
6.0,0.24,0.28,3.3,0.54,11.3,7,White,"(3.236, 3.494]","(3.236, 3.365]"
6.4,0.3,0.36,3.38,0.53,10.5,6,White,"(3.236, 3.494]","(3.365, 3.494]"
6.1,0.33,0.3,3.31,0.4,13.1,7,White,"(3.236, 3.494]","(3.236, 3.365]"
6.7,0.29,0.45,3.14,0.57,9.1,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.9,0.33,0.31,3.18,0.48,13.4,7,White,"(2.978, 3.236]","(3.107, 3.236]"
6.5,0.16,0.34,3.33,0.64,11.5,7,White,"(3.236, 3.494]","(3.236, 3.365]"
6.0,0.2,0.32,3.38,0.68,11.2,7,White,"(3.236, 3.494]","(3.365, 3.494]"
7.5,0.33,0.28,3.36,0.57,10.9,6,White,"(3.236, 3.494]","(3.236, 3.365]"
7.1,0.36,0.28,3.19,0.44,13.5,7,White,"(2.978, 3.236]","(3.107, 3.236]"
6.4,0.26,0.25,3.17,0.55,9.9,6,White,"(2.978, 3.236]","(3.107, 3.236]"
7.0,0.22,0.24,2.98,0.56,10.5,6,White,"(2.978, 3.236]","(2.978, 3.107]"
6.5,0.19,0.28,3.18,0.51,11.7,7,White,"(2.978, 3.236]","(3.107, 3.236]"
6.3,0.21,0.31,3.49,0.68,11.0,6,White,"(3.236, 3.494]","(3.365, 3.494]"
7.9,0.35,0.28,2.99,0.43,13.0,6,White,"(2.978, 3.236]","(2.978, 3.107]"
7.7,0.38,0.23,2.93,0.41,13.6,6,White,"(2.719, 2.978]","(2.849, 2.978]"
6.8,0.19,0.33,3.08,0.62,12.3,7,White,"(2.978, 3.236]","(2.978, 3.107]"
7.2,0.33,0.34,3.25,0.53,13.3,7,White,"(3.236, 3.494]","(3.236, 3.365]"
6.6,0.29,0.29,3.08,0.42,13.7,7,White,"(2.978, 3.236]","(2.978, 3.107]"
7.5,0.2,0.41,3.19,0.52,11.1,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.9,0.33,0.62,3.23,0.43,13.4,7,White,"(2.978, 3.236]","(3.107, 3.236]"
6.0,0.23,0.15,3.05,0.3,9.1,5,White,"(2.978, 3.236]","(2.978, 3.107]"
5.9,0.23,0.24,3.31,0.5,11.3,7,White,"(3.236, 3.494]","(3.236, 3.365]"
6.6,0.32,0.41,3.2,0.46,9.4,5,White,"(2.978, 3.236]","(3.107, 3.236]"
5.3,0.36,0.27,3.37,0.4,11.6,6,White,"(3.236, 3.494]","(3.365, 3.494]"
8.9,0.27,0.28,3.01,0.35,12.4,6,White,"(2.978, 3.236]","(2.978, 3.107]"
7.6,0.23,0.29,3.11,0.32,9.8,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.9,0.75,0.13,3.09,0.25,11.1,4,White,"(2.978, 3.236]","(2.978, 3.107]"
7.1,0.35,0.27,3.26,0.38,13.1,7,White,"(3.236, 3.494]","(3.236, 3.365]"
7.2,0.31,0.35,3.14,0.53,9.7,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.4,0.28,0.44,3.15,0.48,9.2,5,White,"(2.978, 3.236]","(3.107, 3.236]"
7.2,0.23,0.46,3.1,0.78,11.7,6,White,"(2.978, 3.236]","(2.978, 3.107]"
6.6,0.22,0.3,3.14,0.37,10.6,6,White,"(2.978, 3.236]","(3.107, 3.236]"
7.2,0.24,0.28,3.1,0.39,10.9,6,White,"(2.978, 3.236]","(2.978, 3.107]"
6.2,0.27,0.47,3.23,0.51,10.1,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.5,0.28,0.25,3.17,0.44,12.2,7,White,"(2.978, 3.236]","(3.107, 3.236]"
7.2,0.27,0.31,3.03,0.33,12.7,6,White,"(2.978, 3.236]","(2.978, 3.107]"
7.8,0.28,0.25,2.98,0.37,13.0,6,White,"(2.978, 3.236]","(2.978, 3.107]"
8.1,0.26,0.27,3.16,0.33,11.2,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.6,0.23,0.37,3.2,0.48,9.4,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.0,0.33,0.2,3.41,0.53,11.0,6,White,"(3.236, 3.494]","(3.365, 3.494]"
6.2,0.47,0.19,3.22,0.45,12.3,6,White,"(2.978, 3.236]","(3.107, 3.236]"
7.2,0.14,0.32,3.04,0.67,10.0,6,White,"(2.978, 3.236]","(2.978, 3.107]"
8.1,0.2,0.28,2.92,0.36,11.1,6,White,"(2.719, 2.978]","(2.849, 2.978]"
5.8,0.14,0.15,3.06,0.6,9.9,6,White,"(2.978, 3.236]","(2.978, 3.107]"
4.8,0.21,0.21,3.66,0.48,12.2,7,White,"(3.494, 3.752]","(3.623, 3.752]"
7.5,0.34,0.24,3.01,0.36,11.8,4,White,"(2.978, 3.236]","(2.978, 3.107]"
6.6,0.64,0.28,3.11,0.62,12.9,6,White,"(2.978, 3.236]","(3.107, 3.236]"
7.0,0.48,0.12,2.86,0.35,9.0,5,White,"(2.719, 2.978]","(2.849, 2.978]"
7.6,0.37,0.34,3.01,0.33,12.4,6,White,"(2.978, 3.236]","(2.978, 3.107]"
8.0,0.25,0.27,2.99,0.36,11.2,6,White,"(2.978, 3.236]","(2.978, 3.107]"
7.6,0.38,0.28,3.0,0.41,12.6,6,White,"(2.978, 3.236]","(2.978, 3.107]"
6.9,0.26,0.27,3.12,0.39,11.5,6,White,"(2.978, 3.236]","(3.107, 3.236]"
7.8,0.15,0.34,3.07,0.72,11.3,7,White,"(2.978, 3.236]","(2.978, 3.107]"
5.9,0.655,0.0,3.32,0.51,10.5,4,White,"(3.236, 3.494]","(3.236, 3.365]"
7.8,0.31,0.4,3.15,0.48,11.9,6,White,"(2.978, 3.236]","(3.107, 3.236]"
8.1,0.17,0.21,3.18,0.52,10.1,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.8,0.18,0.28,3.15,0.45,11.0,7,White,"(2.978, 3.236]","(3.107, 3.236]"
7.4,0.28,0.36,3.14,0.56,10.6,5,White,"(2.978, 3.236]","(3.107, 3.236]"
7.3,0.23,0.27,3.04,0.59,11.3,7,White,"(2.978, 3.236]","(2.978, 3.107]"
6.7,0.22,0.22,3.1,0.37,11.2,4,White,"(2.978, 3.236]","(2.978, 3.107]"
7.4,0.25,0.28,2.94,0.37,11.5,7,White,"(2.719, 2.978]","(2.849, 2.978]"
7.5,0.3,0.21,2.92,0.35,11.1,5,White,"(2.719, 2.978]","(2.849, 2.978]"
7.2,0.26,0.24,3.14,0.49,12.8,7,White,"(2.978, 3.236]","(3.107, 3.236]"
6.3,0.32,0.32,3.3,0.46,12.3,6,White,"(3.236, 3.494]","(3.236, 3.365]"
7.7,0.24,0.3,3.26,0.53,10.4,6,White,"(3.236, 3.494]","(3.236, 3.365]"
7.0,0.24,0.35,3.16,0.37,11.7,7,White,"(2.978, 3.236]","(3.107, 3.236]"
5.8,0.28,0.28,3.35,0.44,10.7,7,White,"(3.236, 3.494]","(3.236, 3.365]"
6.6,0.19,0.35,3.18,0.68,12.0,7,White,"(2.978, 3.236]","(3.107, 3.236]"
6.4,0.28,0.36,3.31,0.45,10.8,5,White,"(3.236, 3.494]","(3.236, 3.365]"
5.6,0.28,0.27,3.35,0.44,10.7,7,White,"(3.236, 3.494]","(3.236, 3.365]"
5.6,0.28,0.28,3.35,0.44,10.7,7,White,"(3.236, 3.494]","(3.236, 3.365]"
6.8,0.19,0.32,3.12,0.44,10.7,7,White,"(2.978, 3.236]","(3.107, 3.236]"
7.2,0.16,0.29,3.12,0.4,12.1,7,White,"(2.978, 3.236]","(3.107, 3.236]"
6.6,0.17,0.28,3.0,0.52,11.9,7,White,"(2.978, 3.236]","(2.978, 3.107]"
6.6,0.19,0.28,3.18,0.37,10.8,6,White,"(2.978, 3.236]","(3.107, 3.236]"
5.8,0.2,0.24,3.59,0.56,12.3,7,White,"(3.494, 3.752]","(3.494, 3.623]"
6.6,0.39,0.38,3.3,0.57,9.4,6,White,"(3.236, 3.494]","(3.236, 3.365]"
6.8,0.12,0.3,3.2,0.35,9.9,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.6,0.295,0.24,3.35,0.61,10.4,7,White,"(3.236, 3.494]","(3.236, 3.365]"
6.6,0.26,0.24,3.35,0.6,10.4,6,White,"(3.236, 3.494]","(3.236, 3.365]"
7.0,0.32,0.27,3.15,0.6,12.6,7,White,"(2.978, 3.236]","(3.107, 3.236]"
7.4,0.36,0.23,2.93,0.36,12.5,6,White,"(2.719, 2.978]","(2.849, 2.978]"
6.7,0.35,0.48,3.04,0.47,9.4,5,White,"(2.978, 3.236]","(2.978, 3.107]"
6.4,0.38,0.24,3.11,0.6,9.2,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.8,0.14,0.18,3.27,0.54,11.2,6,White,"(3.236, 3.494]","(3.236, 3.365]"
7.0,0.16,0.25,2.91,0.46,9.2,6,White,"(2.719, 2.978]","(2.849, 2.978]"
6.8,0.16,0.18,3.27,0.55,10.8,6,White,"(3.236, 3.494]","(3.236, 3.365]"
7.2,0.24,0.3,2.96,0.36,12.5,6,White,"(2.719, 2.978]","(2.849, 2.978]"
7.7,0.32,0.61,3.0,0.54,9.3,5,White,"(2.978, 3.236]","(2.978, 3.107]"
7.0,0.29,0.33,3.21,0.5,11.4,5,White,"(2.978, 3.236]","(3.107, 3.236]"
7.1,0.27,0.24,3.04,0.56,10.0,7,White,"(2.978, 3.236]","(2.978, 3.107]"
6.3,0.2,0.26,3.07,0.75,10.7,7,White,"(2.978, 3.236]","(2.978, 3.107]"
6.6,0.36,0.28,3.19,0.27,12.8,7,White,"(2.978, 3.236]","(3.107, 3.236]"
6.4,0.37,0.2,3.24,0.43,9.5,5,White,"(3.236, 3.494]","(3.236, 3.365]"
6.4,0.38,0.2,3.24,0.43,9.5,6,White,"(3.236, 3.494]","(3.236, 3.365]"
6.4,0.36,0.2,3.24,0.43,9.5,6,White,"(3.236, 3.494]","(3.236, 3.365]"
6.6,0.3,0.25,3.06,0.38,10.8,6,White,"(2.978, 3.236]","(2.978, 3.107]"
7.6,0.31,0.27,3.08,0.38,11.0,7,White,"(2.978, 3.236]","(2.978, 3.107]"
5.8,0.58,0.0,3.29,0.38,12.4,6,White,"(3.236, 3.494]","(3.236, 3.365]"
6.5,0.26,0.39,3.25,0.75,11.3,7,White,"(3.236, 3.494]","(3.236, 3.365]"
8.7,0.3,0.34,3.12,0.49,11.2,7,White,"(2.978, 3.236]","(3.107, 3.236]"
6.4,0.29,0.32,3.24,0.66,12.5,7,White,"(3.236, 3.494]","(3.236, 3.365]"
6.7,0.13,0.32,3.12,0.44,10.0,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.8,0.19,0.33,3.12,0.56,11.0,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.0,0.25,0.4,3.16,0.88,10.5,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.4,0.24,0.23,3.12,0.54,11.4,7,White,"(2.978, 3.236]","(3.107, 3.236]"
5.9,0.18,0.28,3.16,0.44,11.3,6,White,"(2.978, 3.236]","(3.107, 3.236]"
7.2,0.33,0.22,2.97,0.52,12.2,7,White,"(2.719, 2.978]","(2.849, 2.978]"
6.4,0.29,0.24,2.9,0.66,12.6,7,White,"(2.719, 2.978]","(2.849, 2.978]"
7.3,0.31,0.25,2.9,0.37,11.1,5,White,"(2.719, 2.978]","(2.849, 2.978]"
7.0,0.29,0.37,3.26,0.47,12.3,6,White,"(3.236, 3.494]","(3.236, 3.365]"
6.9,0.19,0.6,2.92,0.59,10.4,4,White,"(2.719, 2.978]","(2.849, 2.978]"
6.6,0.085,0.33,3.27,0.61,9.5,6,White,"(3.236, 3.494]","(3.236, 3.365]"
6.8,0.18,0.32,3.42,0.44,10.4,6,White,"(3.236, 3.494]","(3.365, 3.494]"
6.8,0.52,0.26,3.11,0.27,13.0,7,White,"(2.978, 3.236]","(3.107, 3.236]"
7.1,0.28,0.28,3.16,0.46,12.2,7,White,"(2.978, 3.236]","(3.107, 3.236]"
5.7,0.15,0.47,3.03,0.34,10.5,8,White,"(2.978, 3.236]","(2.978, 3.107]"
5.8,0.275,0.3,3.33,0.42,10.8,7,White,"(3.236, 3.494]","(3.236, 3.365]"
5.4,0.53,0.16,3.2,0.53,13.2,8,White,"(2.978, 3.236]","(3.107, 3.236]"
5.8,0.32,0.28,3.16,0.57,13.0,8,White,"(2.978, 3.236]","(3.107, 3.236]"
6.7,0.22,0.39,3.5,0.47,10.0,6,White,"(3.494, 3.752]","(3.494, 3.623]"
6.1,0.6,0.12,3.42,0.48,10.4,4,White,"(3.236, 3.494]","(3.365, 3.494]"
6.5,0.26,0.31,3.16,0.54,12.4,6,White,"(2.978, 3.236]","(3.107, 3.236]"
5.0,0.29,0.54,3.27,0.34,12.9,8,White,"(3.236, 3.494]","(3.236, 3.365]"
6.8,0.21,0.26,3.02,0.56,10.5,7,White,"(2.978, 3.236]","(2.978, 3.107]"
6.5,0.27,0.26,3.07,0.36,11.2,5,White,"(2.978, 3.236]","(2.978, 3.107]"
5.9,0.37,0.32,3.41,0.55,12.7,7,White,"(3.236, 3.494]","(3.365, 3.494]"
6.2,0.21,0.18,3.14,0.52,9.4,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.8,0.3,0.29,3.03,0.32,12.9,7,White,"(2.978, 3.236]","(2.978, 3.107]"
7.3,0.41,0.29,2.96,0.35,13.0,8,White,"(2.719, 2.978]","(2.849, 2.978]"
5.4,0.3,0.3,3.31,0.4,13.6,7,White,"(3.236, 3.494]","(3.236, 3.365]"
6.6,0.34,0.2,3.32,0.55,9.1,5,White,"(3.236, 3.494]","(3.236, 3.365]"
5.6,0.25,0.19,3.25,0.43,10.4,6,White,"(3.236, 3.494]","(3.236, 3.365]"
5.3,0.3,0.3,3.31,0.4,13.6,7,White,"(3.236, 3.494]","(3.236, 3.365]"
6.9,0.58,0.58,3.28,0.44,12.2,6,White,"(3.236, 3.494]","(3.236, 3.365]"
7.1,0.2,0.27,3.04,0.37,10.5,7,White,"(2.978, 3.236]","(2.978, 3.107]"
6.8,0.15,0.41,3.24,0.78,10.2,6,White,"(3.236, 3.494]","(3.236, 3.365]"
7.0,0.22,0.26,3.06,0.34,12.5,8,White,"(2.978, 3.236]","(2.978, 3.107]"
6.4,0.16,0.44,3.11,0.75,11.3,7,White,"(2.978, 3.236]","(3.107, 3.236]"
6.8,0.31,0.3,3.13,0.63,12.6,7,White,"(2.978, 3.236]","(3.107, 3.236]"
7.6,0.3,0.37,3.09,0.5,9.8,5,White,"(2.978, 3.236]","(2.978, 3.107]"
6.0,0.16,0.27,3.15,0.34,10.8,5,White,"(2.978, 3.236]","(3.107, 3.236]"
7.1,0.21,0.35,3.32,0.56,12.5,6,White,"(3.236, 3.494]","(3.236, 3.365]"
5.6,0.21,0.24,3.3,0.31,11.5,7,White,"(3.236, 3.494]","(3.236, 3.365]"
7.4,0.22,0.26,2.98,0.41,11.4,6,White,"(2.978, 3.236]","(2.978, 3.107]"
6.4,0.15,0.4,3.17,0.68,11.0,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.8,0.15,0.41,3.24,0.78,10.2,6,White,"(3.236, 3.494]","(3.236, 3.365]"
6.3,0.22,0.34,3.06,0.74,11.6,6,White,"(2.978, 3.236]","(2.978, 3.107]"
7.0,0.3,0.27,3.1,0.52,10.1,5,White,"(2.978, 3.236]","(2.978, 3.107]"
7.5,0.24,0.31,3.05,0.53,9.1,6,White,"(2.978, 3.236]","(2.978, 3.107]"
6.6,0.15,0.34,2.96,0.5,11.7,6,White,"(2.719, 2.978]","(2.849, 2.978]"
6.7,0.34,0.43,3.23,0.44,12.6,6,White,"(2.978, 3.236]","(3.107, 3.236]"
7.7,0.35,0.46,2.86,0.47,9.0,5,White,"(2.719, 2.978]","(2.849, 2.978]"
6.7,0.31,0.09,3.12,0.44,10.1,5,White,"(2.978, 3.236]","(3.107, 3.236]"
4.7,0.67,0.09,3.3,0.34,13.6,5,White,"(3.236, 3.494]","(3.236, 3.365]"
6.3,0.2,0.18,3.09,0.54,9.2,5,White,"(2.978, 3.236]","(2.978, 3.107]"
6.6,0.28,0.23,3.12,0.51,8.8,5,White,"(2.978, 3.236]","(3.107, 3.236]"
